,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
theta_x10,1.2599459021612135e-06,-6.677170289605159e-05,-8.261006604597976e-05,-9.044674191471352e-05,5.290108258084146e-05,7.225008431095536e-05,5.8948857627326936e-05,-7.631110506485313e-05,1.1396382442015445e-05,7.504464932233725e-05,-3.284280137811202e-05,3.66049223490134e-05,-7.553665391153186e-05,2.6645529986361776e-05,-6.406939076605454e-05,4.5358531865228016e-05,3.428109382433218e-05,-2.685689330689844e-05,9.003256422381208e-06,-9.138807976978854e-06,1.0758276933793694e-06,-7.557036015342966e-07,-8.414929019565949e-05,-3.599460401087842e-05,6.538818122351424e-06
theta_x11,7.78918872286715e-05,-8.775494713022314e-05,-3.4463781949726634e-05,-6.089417684685772e-05,7.430417670262509e-05,-5.436699252679793e-05,-3.84946990712117e-05,-2.6299523248420842e-05,-4.1039478263783934e-05,3.1070873112615165e-05,-6.302060773968098e-05,-2.688539455631203e-05,6.536418039759254e-05,-1.0851591008229655e-05,-5.573020825975988e-05,-7.63618841875941e-05,-2.342536951551049e-05,5.128585818985099e-05,8.957786781984486e-05,-9.73779807290147e-05,-3.8049819653667856e-05,-4.711464089126103e-05,-1.681081716190834e-06,6.358979824962905e-05,-6.0870098557146444e-06
theta_x12,8.803850989921641e-06,8.89315638636692e-05,-7.892308413624767e-05,-7.83330135129678e-05,-7.249363050191668e-05,8.970139664015357e-05,5.9823317671634264e-05,9.287359329463201e-05,-3.7741625835213544e-05,3.157474188963213e-05,-7.959263702032307e-05,5.706360437121801e-05,7.156076156196604e-05,-7.953903233064876e-05,-7.705342707532612e-05,-4.2312199101146544e-05,-6.415434999420771e-05,-3.354497360229674e-05,8.668641269836054e-05,6.942918032134807e-05,-4.0270199443001386e-05,-3.6467748428402154e-05,4.007196380304382e-05,-1.9163720221856037e-05,-2.6152354861883872e-05
theta_x13,-6.644760099728004e-05,6.14686465096553e-05,-9.163159172664677e-05,-6.399135905368224e-05,-1.1891948151284603e-05,2.973672600483576e-05,-1.9596290342215338e-06,-2.3290042451492885e-05,-7.978559061729067e-05,4.8516550652602625e-05,-9.26814419714348e-05,8.425329343711217e-05,3.186177525360751e-06,-5.855988241278156e-05,7.739453433105874e-05,-4.462753926270298e-05,-9.680787188970621e-05,7.594823858515777e-05,2.605977991913641e-05,-4.6494423459193084e-05,-4.8272071950850396e-05,-6.394642673035192e-05,8.175369536140194e-05,-4.082094759722492e-05,1.6410905908426847e-05
theta_x14,2.0791809357934498e-05,-7.77831968394028e-05,1.4954681718859877e-05,-8.83082183190848e-05,-7.769392369676558e-06,4.9676282854060896e-05,8.158707800973019e-05,7.925993541343318e-05,3.133966771379751e-05,4.965557155137914e-05,-3.263986596953939e-05,8.030542921838914e-05,1.6066912560498974e-05,6.185762477670173e-05,7.330854183420779e-05,4.850977040863731e-05,4.763854670321615e-05,-9.960639548500333e-06,-9.118681706712411e-05,9.216586182325804e-05,-5.601082567422844e-05,5.2322186308105314e-05,-5.149322981812832e-06,1.1045779384835912e-06,-2.829232228596424e-05
theta_x15,-7.201854323727937e-05,7.896733832639867e-05,-7.313743777689958e-05,-3.97880479396598e-05,6.509312664467562e-05,2.18967343595756e-05,6.780200501329392e-06,5.673747498282439e-05,-6.898356173391288e-05,-2.921048121669983e-05,-4.1203309145479695e-05,-4.1917761151433086e-05,8.310933710485042e-05,2.636393607204463e-05,7.435217747540905e-05,4.180280256978898e-05,-4.8531533353498716e-05,9.445578851632239e-05,5.131874255164731e-05,3.103604670279485e-05,3.930551501465732e-05,2.243996537280411e-05,1.9463953645014275e-05,-5.44114084825017e-05,3.885325419137378e-06
theta_x16,8.976030962135755e-05,6.475949113840351e-05,-2.469611141850075e-05,-6.338298296386669e-05,6.515249428407876e-05,-4.659131477069993e-05,3.0228712866359742e-05,-1.455429732856552e-05,3.7916541279077557e-06,2.267557053408293e-05,1.1819583245609039e-05,4.969335125558907e-05,1.2549646188379394e-05,-8.487262421948152e-05,-1.454494591937152e-05,5.2945308431001986e-05,-9.097478051306476e-05,-7.685260150898485e-05,8.127471800862937e-05,-9.687603905051869e-05,5.323581679387216e-05,1.3529737497805256e-05,4.013038692244441e-05,9.75779153044931e-05,4.980365818860525e-06
theta_x17,2.382957364633919e-05,1.1611647381872198e-05,9.814224647008408e-05,-8.891893294000364e-05,-9.743912650348277e-05,7.967795653674918e-05,-5.3595865633789486e-05,2.7744228880868913e-06,9.144602404054154e-05,2.0511671231299066e-05,1.1187751048901591e-05,-9.134872162831699e-07,-2.20157760075137e-05,9.484587364310688e-05,8.764564310312054e-05,-6.396155213279133e-05,-8.727242662772506e-05,4.6868675408355084e-05,-6.79255557293342e-05,9.516727223995963e-05,-8.966845784640709e-05,-6.974436057953937e-05,3.885787148051171e-05,6.586933992312994e-05,7.86816651251594e-05
theta_x18,-1.788588797611608e-05,3.1031850417035465e-05,2.4068776725953318e-05,5.1281979581281744e-05,6.23089660693902e-05,-9.386254442680819e-05,8.235468646823652e-05,7.073987920724278e-05,5.096745781582887e-05,2.2255341648823256e-05,1.2098371849348125e-05,-4.609172726259854e-05,-5.0290078275105325e-05,-6.73434777760569e-05,6.849496086504005e-05,-7.841508742197318e-05,3.7434637219286744e-05,4.315921751517006e-05,3.196115622863326e-05,5.284403959495059e-05,-8.94283831416736e-05,4.961579516494629e-06,-1.5854750021041978e-05,-5.840044128230584e-05,3.650227602003881e-05
theta_x19,-1.7238407855227036e-06,7.345534534618154e-05,-7.116805698781028e-05,3.976107974973808e-05,8.291443026677279e-05,8.873608172879181e-05,-4.385393128377413e-05,-4.8511877156942495e-05,-5.775802935708201e-05,1.6736678358407814e-05,4.5095545926355664e-05,-2.1081539326653077e-06,9.817303492919538e-05,8.002815002301529e-05,7.557944122121392e-05,-1.60467843112478e-05,5.0069054574741385e-05,-9.075753701098502e-05,-7.108565551361661e-05,-8.995582282824308e-05,5.1983026296414055e-05,1.5068829719818471e-05,8.538098884005954e-05,-5.122463680662859e-05,1.6423694464723793e-06
theta_x20,-6.705576519859115e-05,2.6182387710510846e-05,2.7152601294677624e-05,8.98315489967329e-05,3.125876601551548e-05,-7.596773236298398e-05,2.695681488328111e-05,7.568309827880435e-05,4.512365676489587e-05,-8.834066802328668e-05,6.027127260534237e-05,-5.1613516569673107e-05,-7.148758849244067e-05,9.353904205136491e-05,-2.9551605852748614e-05,-9.137580631438001e-05,-9.445376701672093e-05,-8.428700952800443e-05,-3.686617752062492e-05,9.69075354855107e-06,-2.0055222833495942e-05,-7.556649810326111e-05,-7.924592547695328e-05,-3.2878354590949925e-05,-7.042873289072711e-05
theta_x21,6.41991938408885e-05,9.728848013343385e-05,-6.680006670293389e-05,4.95513777443004e-05,-4.898229251632673e-05,-9.586956125659299e-05,1.3630197809801501e-05,-6.224787588330871e-05,-1.9187957058904042e-05,-9.12356665255542e-05,7.538491975211675e-05,4.444071259112737e-05,-7.858810842302551e-05,1.997492510691659e-05,-2.3329808892059718e-05,-2.7420090895387007e-06,-4.846740723784866e-05,8.241536793566333e-05,6.975609937158958e-05,1.2897309941502051e-05,2.862283983665871e-05,-9.944418286098034e-05,-1.0717021106566404e-05,7.874743771141633e-05,8.382765538992222e-05
theta_x22,-7.079371277412139e-06,3.56680931829083e-05,-2.0061569743464467e-05,3.0172268616013244e-06,-9.817751189673181e-05,5.5958982892871675e-05,-9.937773231908456e-05,7.43115948509612e-05,6.264742893846005e-05,-7.068365858630195e-05,7.420761089979297e-05,5.928491835859857e-05,-6.268167406255705e-05,-8.253511042068855e-05,4.360361099871418e-06,1.4071395893223458e-05,-7.121008376757863e-05,-2.5232044136289572e-05,-1.0428868083142169e-05,3.312089259959544e-05,-8.333704584092747e-05,-4.952098829627776e-05,-8.75157378271047e-06,5.4713663295230755e-05,-9.299511298175625e-05
theta_x23,2.339638618519373e-06,-4.7721815861862375e-05,2.9705366643723467e-05,-2.5654016338618035e-05,-5.4991105484375096e-05,-6.789980939347784e-05,-4.335450530896815e-06,8.415890032020984e-05,3.601620804185694e-05,4.631828606853034e-05,-8.054115287226183e-05,5.561437562798739e-05,-8.222979400559592e-05,4.6897785072462004e-05,-2.460465449578195e-05,2.7291650160171977e-05,7.253183027779927e-05,-6.760839198436339e-05,7.865456573705888e-05,1.9435555096727853e-05,-9.22493283765352e-05,-2.9578987658421512e-05,7.337048476205455e-05,-5.756899141209684e-05,6.950541144515423e-05
theta_x24,-9.961272917531288e-06,7.138707432559502e-05,6.34964941785352e-05,-7.790855851169391e-05,-4.867219436111494e-05,-9.852430052003568e-05,8.486640077054538e-05,6.308006270934318e-05,-1.5840284350037966e-05,-7.46971550448794e-05,4.7718354133525774e-05,7.402484195463334e-05,-2.1784253558563394e-05,-3.766067068203e-05,1.7774930645131674e-05,-7.69812964569286e-05,3.440469023536416e-05,-6.48201036349828e-05,-2.949006941179149e-05,-5.946965322400828e-05,-3.9748783580365334e-05,1.0516658288616982e-05,-9.444692049225552e-05,4.1838568512533086e-05,-4.522207435525545e-05
theta_x25,-7.378399238926208e-05,-6.4508226774186e-05,3.5292903282369814e-05,-1.607942413365351e-05,-2.9907011641214573e-06,-1.401965842818547e-06,1.1991677139802428e-05,2.9342294865207966e-05,5.656524981055286e-05,8.558639631223859e-05,-8.651895965055226e-05,-4.4087104104167276e-05,3.6527352760416985e-05,-1.639941198265958e-05,6.133830953089678e-05,8.53246328730111e-05,4.390926813703363e-05,-7.133129701068881e-05,-1.5537664257266634e-05,6.26853684024334e-05,1.8083690357828747e-05,5.550437705534822e-05,5.304648267635824e-05,-6.3983778586913e-05,-3.136354027294612e-05
theta_x26,2.448485360842352e-06,-2.0947082581548534e-05,6.11085239742011e-05,7.604158144399371e-05,-5.151306806138998e-05,5.9811773247081396e-05,-5.383872964039244e-06,6.0216470467244705e-06,7.315710109373311e-05,1.6560040168748174e-06,2.3752860278534253e-05,3.6816166552167316e-05,5.4484299928643284e-05,-3.808205285514168e-05,-3.970775686704869e-05,4.9576827321595916e-05,-8.641963733287441e-05,5.987741654678095e-05,3.453696080906768e-05,4.7498213458565194e-05,-3.7470232859026974e-05,9.008883610674526e-05,-4.560598256690376e-05,-6.167261583410512e-05,-4.156689471509427e-05
theta_x27,3.566350564668056e-05,-2.755511480093451e-06,6.436422215502518e-05,4.8165034528760965e-05,6.370213758196507e-05,9.04204777005372e-05,8.492688241551383e-05,-9.345529713138672e-05,-7.641427976134594e-05,-7.69756035781034e-05,-8.982042240587103e-05,4.5271840452164495e-05,-6.286748173932129e-05,1.4165801748407841e-05,-1.4033600762987459e-05,-6.0735145370098345e-05,3.750666959365094e-05,8.517638487090991e-05,2.381203624325709e-05,3.631907312232596e-05,5.1256905332331806e-05,-1.3032392206157545e-05,-3.1018141520186676e-05,9.256528859723037e-05,-3.5211399726983906e-05
theta_x28,7.848284305861466e-05,8.562666028973265e-05,-6.0812913511072213e-05,5.3546882554040976e-05,5.837436648030462e-05,-4.889471738784521e-05,-7.38641091467155e-05,-1.686326621366807e-05,-7.119490191920635e-05,4.644596553932255e-05,4.733521112276117e-06,2.640105206095618e-05,1.2804408556279067e-05,8.386265758702053e-05,7.432607803837603e-05,-4.164977949332121e-05,8.472481215741362e-05,8.681792430163067e-06,-6.362922041773384e-05,-2.817402643829603e-05,-7.166052311050184e-05,9.315349055238132e-05,8.390663151336594e-05,6.643267238183645e-05,6.623749239881249e-05
theta_x29,-6.0049307013478687e-05,8.185306545528319e-05,-6.0931761708589896e-05,1.7890189670767366e-05,-7.850145212273161e-05,-5.106755914124752e-05,-6.013305482921774e-05,-1.261737587951018e-05,9.210015697501123e-05,-1.5032415074817278e-05,4.343085903495826e-05,7.274229215408329e-05,9.737213845838163e-05,-4.0466634409646956e-05,1.372777962682104e-05,1.7309491890024826e-05,-8.50036793476026e-05,1.1919332637464318e-05,-1.3635736362971345e-06,3.41059906048639e-05,9.783303550313587e-05,-7.425090006683861e-05,3.6145018718637114e-06,-3.312261863883348e-05,1.80851593806618e-05
theta_x30,-2.5570908178791597e-05,-9.719221413465214e-05,8.588610080843435e-06,-5.76066010034203e-05,-1.60054039128126e-05,-7.260201718541776e-05,8.620858894709477e-05,3.0837714841851365e-05,3.637949193764418e-05,7.903317440111046e-05,-1.1535861409086223e-05,-2.082771989855114e-05,1.778166699873081e-05,-3.656843916194575e-05,-3.967384436171391e-05,3.8377210440245215e-05,-5.6333436523326835e-06,5.878339703716639e-05,-6.195018642352937e-05,2.0867868661330924e-05,3.6634523555093324e-05,4.8999285357891826e-05,7.197742081793865e-05,-2.937125201159554e-05,1.4161619595754574e-05
theta_x31,8.438241333141574e-05,-3.0898779577465544e-05,-8.35793921462341e-05,-6.875184927358872e-05,4.0211983170927834e-05,5.99053014577073e-05,-5.076585924003281e-05,3.056614796939496e-05,6.750667069883953e-05,8.870679894996618e-05,6.757687744747924e-05,4.7099643207949173e-05,-8.680370699358191e-05,-9.704250755977081e-05,-1.574114829374398e-06,-8.341454161299451e-05,2.4946843045104932e-05,4.8759128617665684e-05,-9.814403260050018e-05,2.600198535902022e-05,-5.0966806803899425e-05,-6.0322794615220766e-05,2.065289313805099e-05,-9.681974594523586e-05,6.649024136701739e-05
theta_x32,-6.169018392459375e-05,7.181941119829595e-05,-8.129247371075948e-05,4.4093924043961356e-05,-9.916148430814903e-05,-4.617493361121714e-05,6.655228545561057e-05,8.649762480233497e-06,8.880268859257498e-05,-3.142784662535536e-05,8.580346113345494e-05,-7.3553168139837e-05,-4.45006469510176e-06,-3.976182643110713e-05,-5.5625312465944866e-05,-9.891556339821504e-05,-3.054128342011606e-05,6.764310375101811e-05,-5.6372759041730384e-05,-5.595189778289542e-05,-6.788426640474713e-05,7.556664301686129e-05,6.774622872215818e-05,-6.509863508191114e-07,8.47304533376819e-05
theta_x33,-9.795197190325208e-05,3.0427112185558842e-05,5.789172938231039e-05,2.9970263550255512e-05,7.578806649713838e-05,2.7869801640518845e-05,3.05803497594744e-05,-1.7130583537261826e-05,-2.860882439419113e-06,-3.990222183646466e-05,-3.63645329064286e-05,1.3647926387765842e-05,4.0491780672842224e-05,6.355189313910028e-05,3.0484291638245496e-05,6.5088208392197e-05,7.651827782702431e-05,-3.3081188899228295e-05,-2.2017068392070913e-05,4.2052886768595887e-07,1.2510460437374399e-05,-4.313185739815511e-05,6.999021639291445e-05,3.5673810984942255e-05,-6.039679963697409e-07
theta_x34,6.968087097736996e-05,-9.880115416638927e-05,-4.054383265056503e-05,-2.2252539719987903e-05,6.92529966216053e-05,9.257498591985922e-05,6.978576600750546e-05,7.701465343990835e-05,3.722729841764082e-05,1.5353267964596042e-05,4.6372201554427685e-05,2.05324387924126e-05,-7.972766312185089e-05,-2.789200906659842e-06,-1.0987384173847013e-06,9.188958803355811e-05,8.960352039571135e-05,-6.67144789294333e-05,8.25065912022745e-05,-7.61151092429764e-06,4.443137289119303e-05,-4.894354971627426e-05,8.240041765038217e-05,9.732703593586603e-05,6.796143321229578e-05
theta_x35,-6.171172847810232e-05,4.3343208507534706e-05,-4.8437275085995694e-05,-2.427217483846574e-06,-4.230652567302702e-05,-5.660528203084309e-06,-6.672835353408306e-05,-5.835306783389365e-05,2.0175917329541852e-05,-4.1325433468891086e-05,-9.021030286748464e-05,-1.3091837979676033e-05,-1.50403968429315e-05,3.112455157518629e-06,4.0177009089889626e-05,8.664793214913399e-05,-8.230307163869366e-06,3.324832745086523e-05,-3.321395213166478e-06,2.011690559714947e-05,-5.772873248764137e-06,-9.767853604913495e-06,8.802347620492802e-05,5.8201587707081034e-05,-5.3906094649509864e-05
theta_x36,2.864540159138399e-05,-4.180590629641512e-05,-3.617255907770018e-05,3.584874938405786e-05,2.009162397611368e-05,9.75622377783163e-05,-3.838714883750842e-05,2.272327425408497e-05,3.284170057132493e-05,4.913630188257185e-05,4.200136775818333e-05,2.7117933001947854e-05,5.774795304313443e-06,-3.54477863180021e-05,4.3598296929827987e-05,8.77359288973986e-05,2.6016834659146218e-05,5.501258122665725e-06,-2.0886528100658855e-05,6.66377017588402e-06,-2.7906579203021686e-05,7.924612064130433e-05,-1.2476445687155781e-05,6.259918364504215e-05,-7.861821317839502e-05
theta_x37,-5.038378471883849e-05,-6.638977595705125e-06,-7.378944584473209e-05,-9.216910932787785e-05,5.887556492782882e-05,-6.152581705949639e-05,-3.72786797101531e-05,8.236878674131993e-05,6.098028291500817e-05,-1.737424562181149e-05,1.5810330793873846e-05,-2.7835193620456548e-05,-7.540165869973552e-05,6.920873081640588e-05,-5.9517043635782765e-05,-4.461197527575784e-05,-4.046461733272049e-05,8.621726487021717e-05,1.546171447431777e-05,-3.130434466553447e-05,-5.830058724832161e-05,2.0014967406274827e-05,-3.90049530171565e-05,-9.859114542516328e-05,9.500996410416931e-06
theta_x38,-2.0483122335929934e-05,-1.91853267206026e-05,-7.704460738430004e-05,1.593645021964522e-05,-5.532571677707461e-05,4.414245005852754e-05,-9.166157293828601e-05,-4.076384524388555e-05,3.618446184036705e-05,1.4021804471683178e-05,-7.844376826812632e-05,-7.174919198783143e-05,8.719264188789421e-05,7.369228387384338e-05,-6.105043507631027e-05,-7.277899083842315e-05,-4.5656751415917476e-05,-3.0089908074071723e-05,4.43431749973384e-05,-6.66121488069168e-05,7.143819219174666e-05,-7.644957836613089e-05,-3.670819093330839e-05,4.060849238166874e-05,-4.065444652718553e-05
theta_x39,2.8188628968169155e-05,-8.739744147750474e-05,-4.5922971869991844e-06,-5.128965049916723e-05,-5.191357989705126e-05,-5.852024460706493e-05,5.0038792259184456e-05,3.803552905893644e-05,-5.6722076947196204e-05,-4.4392903020692745e-05,2.7257950065103032e-05,-7.668967400693072e-05,3.023976046317063e-05,4.99655402522828e-05,7.927367089557222e-05,-5.36473302137924e-05,1.3020955975746352e-05,7.437673348832946e-05,1.2837743046296813e-05,-8.231904155443708e-05,4.448446369526879e-05,4.154828168744419e-05,-6.580772599337569e-05,-2.7144424673661535e-05,9.231893437828581e-05
theta_x40,1.9197308938858097e-05,3.61677652026828e-06,2.032949440703002e-05,7.400097569510083e-05,-9.220017837781678e-05,3.255978484029987e-05,2.4014772945985433e-05,-9.188242696732694e-05,3.354076716296355e-05,6.113907962604557e-06,4.535069645460276e-05,8.597875336757657e-05,-7.062204479012485e-05,-3.770338050993609e-05,-4.988276404679517e-05,-2.7123858708567622e-05,-9.585801571094413e-05,-2.029390774812076e-05,7.117995571916099e-05,-9.610577105412515e-06,2.1272051189888153e-05,-5.6565942948271756e-05,-6.957507822954702e-05,-6.95761190829763e-05,-7.99593760136818e-05
theta_x41,7.549438696605305e-05,1.4651207981384101e-05,-6.596287000666944e-05,3.824743292149477e-05,8.880589097458385e-05,2.8076251394427092e-06,-2.565075216068607e-05,2.379099597667326e-05,7.202614712271373e-05,5.1261680691699996e-05,-2.497730834605228e-05,-7.44636177167294e-05,7.704604467515844e-05,5.0049316133717126e-05,-7.150541732863197e-05,-1.8207168412186266e-05,-3.238382224043193e-05,-8.299310058714268e-06,7.032788978633842e-05,-8.836371172990481e-05,7.646868888106023e-05,-9.481057104060152e-05,8.885158277283729e-07,-7.730514950947344e-06,5.112434466183445e-05
theta_x42,6.894098417141983e-05,2.7549474088566544e-05,-5.468484958165374e-05,-4.065146134951283e-05,6.984519215584151e-05,-3.3117349098305346e-05,-8.506664922012364e-05,-4.4492939725477636e-05,9.931502645589293e-05,-6.762446701638326e-06,-8.885069027806316e-05,6.478615927093711e-05,-1.4946304867965605e-05,-5.596763845419144e-05,-3.303211371398269e-05,-8.51436163701705e-05,-4.4178193210115295e-05,-5.1976856042483615e-05,6.894540816528633e-05,9.574145664554145e-05,5.109534743363493e-05,-4.733214342665051e-05,5.8544031999494106e-05,-7.253323752708253e-05,8.79770352928826e-05
theta_x43,-6.315426455194509e-05,-2.8954151174061544e-05,-5.868640934517176e-06,-6.543627897897306e-05,1.7236688507539727e-05,3.058770241067147e-05,-6.619681612108299e-05,6.695104495580728e-05,2.4690742287071025e-05,3.594617224380647e-05,-4.4815965760254066e-05,-1.4742451582868866e-05,-7.143704355127686e-05,-9.325540770833065e-05,8.84737660279712e-05,-4.3577532631096475e-05,-9.021030664088723e-05,-6.895685861860057e-05,7.063534893858707e-05,-7.67615232949139e-05,-5.694034009933735e-05,-9.158063962507533e-05,1.6650700442389052e-05,-5.932717342587437e-05,2.8457711790471103e-05
theta_x44,-9.962300751847559e-05,1.1227091725410571e-05,-9.189269950855164e-06,-7.241870378306737e-05,-1.8799042188898148e-05,8.168324068624507e-05,-2.622509572153664e-05,-5.437174520383268e-05,-6.256102171865526e-05,4.7367498332265964e-05,-4.0109677130914136e-05,-6.166836220013023e-05,-7.010716337875116e-05,7.703099641866261e-05,-2.2720460301445478e-06,4.622966499196955e-05,-4.217376846688919e-05,1.2152129261846874e-05,-3.4766529463151625e-05,-3.665583078499872e-05,9.236970857613766e-05,5.737263830672027e-05,8.737456399905649e-05,-7.284070087760453e-05,5.8411466044623744e-05
theta_x45,-9.808873316087958e-05,7.972330879048242e-05,3.614874501144538e-05,1.3036420554613583e-05,-4.830563236029553e-05,-1.2817543849683152e-06,-7.191881062694481e-05,-6.484316971874876e-05,-3.686931428878437e-05,6.505546363794694e-07,6.79158110020883e-05,5.461813633022724e-05,5.5665244292958234e-05,4.2517196849736e-06,5.031081939699837e-05,-1.4685443342653726e-06,4.7625522148200076e-05,-4.8899435480295454e-05,1.472219918538074e-05,5.54083415487748e-05,3.889694176992805e-05,-3.21466197713557e-05,-6.836632704389563e-05,-2.8838315321322327e-05,-9.650051623652654e-05
