,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
theta_28,0.1891603780718934,0.47762822054380744,0.28940431351579504,0.26075246629867876,0.16584623078474303,0.393956585281764,0.06004890260092232,0.23790152594625097,0.39617486086100107,0.3257978228228952
theta_29,0.29973997519637036,0.2447335212808023,0.062582201650119,0.3855440450806009,0.38164293965667634,0.06753774386878367,0.07251414793753803,0.31499359160566676,0.3567544735220873,0.17517892946873015
theta_30,0.07269513417148367,0.36248293116753044,0.0659550420577639,0.3299864280785845,0.36275177313924123,0.415676684423251,0.1161147725886691,0.21341117662913164,0.07292468995541743,0.3730474304465889
theta_31,0.01490581245261766,0.40503407138784614,0.28174327535496146,0.33392537875201767,0.1741957744145571,0.0983161857989295,0.269782507579698,0.20723841343241106,0.3607822269345736,0.47797659192240416
theta_32,0.21589860895832108,0.21446750393837907,0.4924765730638789,0.4552357300580658,0.37849219726090144,0.1295956822148086,0.17042574690435078,0.32211362891233525,0.17741399508287234,0.28725220538208857
theta_33,0.2530404792413184,0.31792035836189814,0.11890291514128751,0.0980068266282138,0.4244445364322978,0.15543263802063487,0.06503564736282215,0.2792451513003103,0.43201250558140647,0.18527855641827232
theta_34,0.058096201544819724,0.04285976040068152,0.09490368305743847,0.32986113233818126,0.20910734360161082,0.04619041363115674,0.05999537837457484,0.3423173301037874,0.11860672833936492,0.08502023500046876
theta_35,0.16055227270383643,0.37649595760605176,0.43831556572834834,0.1727172172029054,0.2671167888015104,0.17920460004644145,0.40399659194710935,0.06545586706992722,0.19621027004042252,0.23958040411507928
theta_36,0.08459517556044557,0.31269305963862914,0.2949197936774367,0.28564266568636126,0.42397045091299257,0.3632749224383299,0.10113168474416448,0.04932701889343748,0.11475188345835693,0.269105059186185
theta_37,0.1903304307362784,0.4962073117220245,0.13933832515615083,0.15032528886026303,0.016719384603476398,0.3550685399221747,0.1183748123707442,0.20686089409037756,0.12781215466127638,0.3865432307205969
theta_38,0.38630702656318255,0.25725552185033307,0.4784296430518925,0.23505941605140357,0.19610108689093195,0.39435705851834313,0.2018812952758133,0.34635197979684273,0.337661662913581,0.20270546302019568
theta_39,0.26106145449360346,0.10450609093390092,0.38547872260835864,0.147612580040918,0.4913292826157481,0.3187339325032801,0.09536265666834663,0.17637109569944776,0.40857630926581934,0.4090068995569861
theta_40,0.4278608776873954,0.3660429513922686,0.46213649630073667,0.09965447433356171,0.26480376659457655,0.4856274492129893,0.16859650935157208,0.07770343413341546,0.2052439326495799,0.27029224532938967
theta_41,0.09936790109323486,0.47864244979680065,0.059658107736584774,0.13820657042742457,0.08042882081659875,0.30170636286563796,0.2973233865150708,0.15031778911792207,0.1842178927251817,0.020707418395869693
theta_42,0.02438392428103626,0.4666326853229913,0.39609738713369785,0.20203287188700583,0.00024011803699491496,0.13236369627654201,0.4970129774665615,0.46807336335138144,0.2654034752833802,0.17182812263508565
theta_43,0.2952492707949701,0.43921613760578204,0.01687257029675527,0.3250885653544369,0.26757416367350606,0.4250434153888915,0.4709036916385698,0.23332284725309793,0.06730348608316943,0.38585457311609245
theta_44,0.03722541808230761,0.03994339927449379,0.25759002058659497,0.20865341403736434,0.47820128349523827,0.4061579334113178,0.2080711161350543,0.25843033762272927,0.46892943064899106,0.49859378976238045
theta_45,0.4923746907350177,0.1376492147930395,0.010114053858929882,0.1076159285925883,0.3284940886904934,0.06543845218381354,0.07019358880253633,0.49216239962208813,0.4121166914902626,0.2057431737829493
theta_46,0.4638288173004039,0.1260753708054699,0.2213043086191325,0.17220241849384077,0.08556878904601017,0.20733533066375076,0.14724660867473907,0.15093899603953315,0.05742785868759018,0.07643443405130956
theta_47,0.3250872983190152,0.0331373407371685,0.32557402538,-0.008951989263008282,0.11889717767293378,0.33572603427431863,0.33878691368887615,0.10839907258506559,0.010073078082765504,0.4266307651371535
theta_48,0.030147683774447317,0.28830789848908195,0.08851970980080733,0.17878723132381752,0.06321817477702558,0.2663069066417177,0.12364270971997822,0.07219689542528732,0.17540569806304576,0.009744027478760957
theta_49,0.18333265258997444,0.32726828652084544,0.333515120233418,-0.00482487841267219,0.43119741435984515,0.30492190109604944,0.24565049117857263,0.3844344699231574,0.05884874188125567,0.29353350351005136
theta_50,0.28334840898303065,0.17710536934752608,0.3929259766221125,0.18589119851435473,-0.0007755996887685578,0.1287538254404376,0.25723682381279683,0.2533543051514153,0.4804298842750562,0.2870884148451697
theta_51,0.11124440349035528,0.011544008257680139,0.3908607679123506,0.4005152428747142,0.46291585154812814,0.11034228954048382,0.4327220122921473,0.4470648572147976,0.15810601258315987,0.47451266060172487
theta_52,0.4859066991895887,0.26306773599333344,0.00012051281414132292,0.4645669416386793,0.3696412061526494,0.42805362326484653,0.19404963037292364,0.026618695050029954,0.13900154601228823,0.48471257324580164
theta_53,0.13309770161496862,0.1660840596580034,0.4735720593671208,0.14656783686794714,0.21433509933813283,0.3844523987850881,0.29779797013164366,0.3545414084019738,0.3736084735589178,0.29481773219631585
theta_54,-0.006657526937120559,0.21613130984080153,0.24411744723745896,0.22763053543577866,0.160013088913958,0.1848681929308072,0.0027634248812043274,0.3163553225015433,0.26621193939888793,0.2641980433410344
theta_55,0.007718245726835236,0.4364012506628114,0.3630537141169527,0.11806390109288542,0.3933602527256694,0.429196682455598,0.31112272815371406,0.3303720434507984,0.08463890266634222,0.05960911854151372
theta_56,0.352206550128335,0.18227964515695474,0.34064286236819485,0.008342576018778943,0.2792648526471763,0.3157725189974116,0.18313185504545587,0.41714637390150355,0.43716237729232826,0.4382926561587369
theta_57,0.4108545250975812,0.35664788331114994,0.4439444624739052,0.15315396652680693,0.3017370460541757,0.30492539629740556,0.27977902119653164,0.27801009601252324,0.08669433604960576,0.24089098016113603
theta_58,0.28884543502610893,0.26770894422635355,0.3494732455993477,0.31067854000390654,0.39546033159085237,0.06427913818245011,0.4118421997190425,0.3364126390486711,0.43895164895284394,0.42313998689141813
theta_59,0.2114787079841944,0.47773197119767485,0.14003383138807407,0.10070706955052205,0.3866233276776114,0.3751308203946318,0.07596054830814483,0.35840612842517355,0.45514933440473004,0.18012048014535356
theta_60,0.30962431165676896,0.42050528098747963,0.479355020002255,0.18141741777473377,0.22168878525198085,0.008148592813608281,0.3319736326107696,0.27903921547985083,0.04979754953087423,0.3747294601797184
theta_61,0.0816006962468672,0.4707260947402621,0.23980596562206558,0.012183124447970733,0.22637304243976605,0.31787275936482257,0.04725213696725131,0.15646745230957051,0.14455665637381937,0.45242549147217914
theta_62,0.18255332461978058,0.48474938984875576,0.1157975818102843,0.12429999314308218,0.4431328795072691,0.4498856738955235,0.0662702823175921,0.15335317712986868,0.02307913521060856,0.41131035825653056
theta_63,0.2655811992161043,0.021693980592957483,0.2715603954991626,0.11546126781360228,0.21505705342889206,0.42513183918754655,0.14736250023503272,0.3269682096952362,0.474159561654113,0.37058349868935064
theta_64,0.40497620267476675,0.07254211466125632,0.06636162804009227,0.29708131020078876,0.35451542624370175,0.0718992829711143,0.0017044023908912402,0.3555499202661315,0.34496026944860503,0.3299348594516617
theta_65,0.08483141252862554,0.04507761857390701,0.3954691551624328,0.26530749812573395,0.22881829914572882,0.027900672684740134,0.20671486400619374,0.21810787605216073,0.25985660822767803,0.15001764097709916
theta_66,0.425420024104571,0.1374836054846279,0.21191405935929308,0.2611430666205979,-0.028869772035586976,0.3131408093409052,0.2261543389064711,-0.03980864155418692,0.32590459611935557,0.13394109878499372
theta_67,0.0165433126526448,0.35995454901011054,-0.013879813155798162,0.3021491918243312,0.13652080498294042,0.2725641365993157,0.3374308099828926,0.16402780273777046,0.22756392509154394,0.10420384145699857
theta_68,0.3739666862352261,0.37757188088113824,-0.012060165545423886,0.11169224226392128,0.014614860160623794,-0.04422080792544455,0.35420272010273945,0.31317258588329855,0.08836754714093598,-0.0357249838100837
theta_69,0.10493544067588557,0.3614789695073115,0.39367411227734794,0.09430461534314075,0.11182477359358979,-0.005922508824328019,0.011804627915173187,0.14948601037100767,0.3441428276697532,0.10252239241506864
theta_70,0.35568347469255196,0.2466571786653149,0.3143536789684165,0.1419735108525516,0.05762342524525651,0.38680125421535144,0.44297068176489374,0.3694805592210718,0.03262840926732286,0.24028025138229914
theta_71,0.2579902185519321,0.12148266599988021,0.1842540174273663,0.39119013847762657,-0.05707029147951501,-0.038212634612146974,0.1930587130708269,0.07478880397646599,0.24097148626382905,0.1960618889392202
theta_72,0.15646998106776586,0.34923066906080874,0.04820525590841635,-0.0346966361338329,0.36674137032697535,0.1536878719426715,0.09675938400458274,0.10509517520088107,0.1456534390740969,0.3939053718328742
theta_73,-0.004791135099230219,0.20283714884785142,0.08887694383490505,-0.032479594100174904,0.1539185818263638,0.06456300680601824,0.02429151318905117,-0.06835514089538866,0.22274286397375223,0.21870432117644106
theta_74,0.19518198477242782,0.4464831372746417,0.3822275321108467,-0.0721441590891443,0.03319447068871379,0.06897119813174471,0.3028126860624813,-0.004062154704791847,0.16670976116599195,0.32026596895925646
theta_75,0.14438442545201444,0.39661588958827904,0.22448512103943738,0.18131989812136493,0.24428885084827365,-0.09069973663889454,-0.0469392700300077,0.33262447828006586,0.05223004179542088,0.00818058363595552
theta_76,0.4179500708966903,0.24117090792589835,0.4187737338779826,0.04243262091186481,0.352570761578113,0.040325702958143625,0.30928144422525444,0.3734791961070931,0.130925987270027,0.2700600224674038
theta_77,0.3374452224068613,0.2825978606184462,0.10561546090095637,0.26368335271104787,0.08408363511270386,-0.003855358417719437,0.15970702430666522,0.29691186939316616,-0.001766343420264883,0.2036486154353915
theta_78,0.11709066492831567,0.44611345266167934,0.3932813071255389,0.38807053968627664,0.16283756408843086,0.38632571791544573,0.19391414323788783,0.32227916917465615,0.33738136340849445,0.03060095969051038
theta_79,0.003524022166719639,0.15986613577055114,0.10886027746447052,0.15777652343204882,0.023431257210460292,0.10444677083889346,0.4071217207725748,0.1784004669432913,0.4772235139770287,0.19875721256343962
theta_80,0.1453741063066399,0.23215002343354546,0.08989196704209827,0.4654825041572408,0.16155551034894905,0.4555133410453569,0.24710414394583083,0.12853376551923051,0.02692852649132432,0.041878005122033636
theta_81,0.1722333770416073,0.037682028136062855,0.04698490811117006,0.35446127053487203,0.11738833866241184,0.2235082723690819,0.3544622014268719,0.01900129380822972,0.1898703071381459,0.06507164009079862
theta_82,0.41119319615754113,0.19334456430898828,0.1353874938151521,0.49234156554187963,0.41959022423431974,0.08002098956241543,0.22895097768494987,0.2724318440264409,0.45646354210464624,0.306693519767904
theta_83,0.23277979830341394,0.23674336955758893,0.23931979694770145,0.37258915262650255,0.016972925958671732,0.13029893833330267,0.3950721375002679,0.2555516711167601,0.026458455670596643,0.2225524814301114
theta_84,0.25901938168000316,0.210467344210733,0.13753995775998162,0.14930177704283193,0.3469442601040379,0.3748615931231369,0.3770446900334798,0.2830522124226852,0.16176564581501518,0.3397295999830675
theta_85,0.15004129103412714,0.22976522775259595,0.0005891385282283004,0.005195838796156658,0.019028110689535697,0.44260468082895843,0.43460616173387073,0.20833206970718796,0.051107000687123226,0.3077403568685486
theta_86,0.13621941842804458,0.23981236113483434,0.11319638091086946,0.31156351969278406,0.36076976132043503,0.17107485249115043,0.015637359942829325,-0.05611422301894616,0.09509586995089432,0.34420955285160865
theta_87,0.3594848116917553,0.39713669884242275,-0.022951271133433683,0.013509735886977526,0.17570490156616367,0.033470381163724014,0.33221699134715105,0.3111153384168138,0.1885250788372317,0.13905242280394345
theta_88,0.3108435918307394,-0.01000545359279225,0.2693558139698673,0.20492663254943697,0.21021982329337982,0.24687807540453627,0.10569615783074522,0.3242780538992332,0.28413827092435245,0.014419368558428352
theta_89,0.1321961148165123,-0.05835449054268647,-0.0392271075405046,0.3011111510693739,-0.1258704041280362,-0.15114178760570948,0.004806228172714552,0.23857191649339363,0.2776759547859178,-0.030192588817167937
theta_90,0.023979465854226778,-0.1072173906507337,-0.21935227876081054,0.07789835165237242,0.19760082618114633,0.2756605598651167,0.2583120550000622,-0.12187313473707856,-0.06193095821174889,0.25005744217261433
theta_91,-0.024063222910943326,-0.24263764845798033,0.1666613358602494,0.05630140913489936,0.19453620118262466,0.07671784561217324,-0.07857928278731985,0.10250964916824164,-0.038217515885307744,0.2542894542399341
theta_92,-0.10993212101687465,0.26576340703265844,-0.23595912490294477,0.20039024701797686,-0.2869914821798049,0.08798815999792958,-0.14749080135893525,-0.18504519455244303,0.09579482344426214,0.07655931423551338
theta_93,0.04788769305238667,-0.10762056884028648,-0.15750997315785556,0.25290913000900184,-0.07528061868283767,-0.18491782000882398,0.04209318239622595,-0.0849990680691784,-0.026100848433906122,0.09785998058933898
theta_94,0.15321212890507005,0.10998246801306809,-0.14120222596533025,0.17017119703984976,-0.14443473361396228,-0.1960256206669504,-0.016570677611510397,0.1424359899489617,-0.01263856138418763,0.17512119606818463
theta_95,-0.04006061842770853,0.4117046041340711,-0.02236755612044612,-0.03644488031327125,0.11346877380961486,0.037141519444228645,0.015328654501028426,0.18084280134897288,-0.24727968901606312,0.3618694677422624
theta_96,-0.14032898517473077,0.0161407293026223,0.3505924231934291,-0.002232384324952634,0.022493781422742727,-0.041430931116234346,-0.19050459745312792,0.05310409599431174,-0.12054961514597516,0.17550862801476216
theta_97,-0.02381516200959505,-0.0041795937241407895,0.09934733271108695,0.18348655617997145,-0.05986953974962429,-0.04359936918446937,0.11102623366659982,0.16905387977924988,-0.012112145639224945,0.10134185002630003
theta_98,0.007211308906010252,0.3063010694362533,0.0235507655126319,0.397247147853147,0.3230463863986477,0.3830295780228676,0.4649714214933092,0.3459932928803636,0.3649993131283368,0.08193870879267
theta_99,0.22219089340328227,0.1923727288104594,0.16521031471960906,0.05001647506462878,0.09817693732141841,0.38136940133646363,0.09160977485795224,0.13967353134893967,0.051191391972136444,0.047518362589552166
theta_100,0.29859878566434367,0.4806526041107523,0.07208224489593015,0.03580109534377155,0.0923602952131568,0.12309042204090688,0.027215397097907653,0.3620643446173993,0.28022264303868977,0.4462467691881607
theta_101,0.17573459733725366,0.2861724482452925,0.4127677606787515,0.30440201924178856,0.4028619884275547,0.4232262351663368,0.03247418614090059,0.33735000602192516,0.21034493454367648,0.48581288244599996
theta_102,0.22217501618711685,0.31971999893869385,0.3717864904768722,0.27598730465973687,0.2565672932075658,0.47362370407178084,0.2810502355453785,0.46116224449740134,0.15216820111414628,0.05139155542627231
theta_103,0.42085848427438666,0.13814744651979619,0.2720413056254816,0.12501596084729907,0.1250659459881987,0.29561957223709834,0.3392341916027341,0.26021121799358216,0.008780046766927141,0.24805924312973976
theta_104,0.3778486231164605,0.3176099362115619,0.04919065958696857,0.04891996722412865,0.30087568487978844,0.2699864459897311,0.23685541830090115,0.3190179174266696,0.28840538434491625,0.04504732773738427
theta_105,-0.08983184481649718,0.012652064927288076,0.265622319864675,0.04734318193638168,0.34539627288408103,-0.007678015098974886,0.2653173827315691,0.3270303882834406,0.025127173542533205,0.17779856604281186
theta_106,-0.10907300332042719,0.20983147994616927,0.12837277822519014,0.26536021949335786,0.03306518458182117,0.18208353338323682,0.27217002853363675,0.17216919341724005,0.09933364761050106,0.016554226508234116
theta_107,-0.01849318815837883,0.00974792150135915,0.11257666210867333,0.219957644232146,-0.016566557135429268,0.03894266396368288,0.09761867246957785,0.24773329570494435,-0.042258118508936224,0.15410360592369562
theta_108,-0.11719776518381098,-0.18262890115362101,0.07633248653655862,0.027754660654952926,-0.000488893909473327,-0.12465412845930933,-0.030389764450263874,-0.11250854250101609,-0.1188768380980373,0.02779540721622988
theta_109,-0.0843469385062921,-0.2459034214439273,-0.07832472501091567,-0.10935002368380746,0.18247446856129004,-0.0011814286451544125,0.02475259655912696,0.05864673675273243,0.012027416965342914,0.0071926077620042194
theta_110,-0.2743071221810978,0.07436790771911292,-0.022029822754738703,0.10245052510328276,-0.21714621864092606,0.1978491292772031,-0.1959031184900819,-0.1171123898744606,0.05123303314554028,0.07705264711908236
theta_111,-0.0031435480730884254,-0.3518477284970799,-0.338245765534257,-0.0220381388137792,0.04912929795181798,-0.2653001794551646,0.07868893327093632,-0.15491759108420045,-0.15284855619793772,0.11118437027676406
theta_112,-0.09005163215864787,0.15857177586172044,-0.1681905445974158,-0.051459453833359946,-0.03840333941378126,-0.22279185181945202,-0.15827296264394894,-0.09313918354320651,0.07929896586127679,-0.03740324020046172
theta_113,-0.15034270152812246,0.3255253109755148,-0.17609984938705475,0.07974636481685186,-0.19963147839216422,-0.11809130311699362,-0.10711555305281159,-0.13229648932671972,0.08981063658215592,0.27001773610763213
theta_114,0.12400379746516854,0.023914427258652577,-0.20765344535776362,-0.2198206383056023,0.07207822699653897,0.1875969910786227,0.07638206436930449,0.003492383691654627,0.06675709182521544,0.1272279057829144
theta_115,-0.0313589948438191,-0.08617897881361872,-0.009281913348226239,-0.06305460390046146,0.12550418431746918,0.06494173091215756,-0.20131653633644306,-0.06929820215801429,-0.041293026594580874,-0.015847239599806388
theta_116,0.17254190591137858,0.2445835408449491,0.09948341664295735,-0.03493465111663208,0.12863717039501882,-0.05293512206303832,0.09287724938058747,0.01183208912001364,-0.1268712850563915,0.1306457277484073
theta_117,-0.13805667044617387,-0.05502270345864989,0.21054075811083728,0.21343523897538372,0.09073557304212805,-0.021656227560878427,0.11297464360021832,-0.09074994691484951,-0.008103528353763682,0.05075368270428498
theta_118,0.3519451386842476,0.36018540768746377,0.11875106142542709,0.3851756488887673,-0.041031877945141126,-0.0050905230045965415,0.41402409671733875,0.08598029922401182,0.4201004711636459,0.023255973762044874
theta_119,0.061830686098346854,0.10248895200518222,0.024358452965174932,0.4313755395267355,0.2192868542215189,0.046384384868237476,0.2689987083620624,0.34045304017507,0.23360307752124357,0.26014900630998616
theta_120,0.26832303609215263,0.007966150631821229,0.21283624036703208,0.17971911281898786,0.12192813473607436,0.4512900427987083,0.5090289067303292,0.4657095017646007,0.18936307629870447,0.16507217515789135
theta_121,0.3407409791614353,0.16170779306085528,0.4854674640119922,0.3837258413162815,0.025380901672669955,0.18861425843902752,0.3688293650610595,0.1915293388016753,0.15844551250233788,0.09720595815372787
theta_122,0.355588031770201,0.48401227708848954,0.33464018476768725,0.13310301558943644,0.3828428543857258,0.3882523819732219,0.03441688294853596,0.48833301801239143,0.13920528610369828,0.2924867227835955
theta_123,0.40126632834976944,0.3726402693172622,0.20492907862329748,0.23387078207356884,0.23086336889784678,0.057238337657034316,0.4181488049424452,0.3242968291449066,0.42784733291641563,0.29192750216966273
theta_124,-0.03942058928135555,0.2142243655965676,0.32473988574965296,0.1075439014503573,0.0013534510702186459,0.2322338456055563,-0.022927897304070306,0.2715517591632421,0.4010240118832781,-0.0507715698843718
theta_125,0.17127540326512997,0.13185885424788746,0.3474135976574173,-0.06603506406267509,0.2194895871159731,-0.0025092167344590273,0.11603258481597083,0.17226685348979834,-0.04976543204354908,0.10537835551896242
theta_126,0.0819120604526709,0.09120059346433047,0.1799325172395878,-0.055248806556869416,-0.12859455635385592,-0.16981563091945368,0.16923266100445197,-0.16803573456295195,-0.2871038787774155,0.0478159969489765
theta_127,0.0923314022130468,0.1819997767834721,-0.33714187430582965,-0.20144389941438465,-0.2429328074242129,0.12705267675726067,0.07354102252486555,-0.23794402537971965,0.06970033157703476,-0.2860316608672881
theta_128,-0.3608981405353363,-0.10472618961676149,-0.44627341394525527,0.025438563534620075,-0.00030533884775831737,-0.15251835946015488,0.12696655905286716,-0.26173824128733875,0.09481990292331169,-0.030573045249538022
theta_129,-0.3553772832036762,-0.11243393232602819,-0.1950839766485818,0.2171454024115883,0.13491013272828362,-0.2373194797774842,0.12719033117690962,0.11917493238677153,0.18028809950880878,0.13730418398998306
theta_130,-0.20461066188114987,-0.225837070317862,-0.30092384836505287,0.02719063407214471,-0.12206404241523654,0.1904355658384166,-0.3673826064747252,0.0028280936689732074,0.23808605176208156,-0.19053461887283485
theta_131,-0.0005985911265157332,-0.08558982714768396,-0.06040183090911769,0.45287868709822304,0.021581970350006467,-0.13506369952252162,-0.38581006764770986,-0.02343372830494076,-0.14221576994770302,0.10409913701211088
theta_132,-0.16351508723241093,0.04203816584133598,-0.04524484207275276,0.16837503109359753,0.006883561541075444,0.07860265413346434,0.07867180206167963,-0.27534333639080744,-0.09742584991100076,-0.06492948062041681
theta_133,-0.2864283755920146,0.06318618546076098,0.0014338780217764491,-0.11797192017291906,-0.32966274940921175,0.30048554515814807,-0.07299136465629018,0.21593653865486767,-0.19925418540836676,0.1385306976992909
theta_134,-0.2351334264052021,0.009229575799646169,-0.26769381457556723,-0.027816646614822495,0.016278050838840884,0.31155207528193646,-0.30786603844027044,0.13227541802131162,0.020115104547520996,0.1831141613854748
theta_135,0.04984496585462712,0.1690090633276002,-0.161447975761655,-0.35690264373647745,-0.14004495241871773,-0.16460656239436047,-0.26056512098487306,-0.0638841644820836,-0.09618802032903438,-0.08389496692846737
theta_136,-0.11306397160789453,0.2420246095798239,0.19125918997581792,-0.3036835524331731,-0.12230305534149181,-0.2095746516269994,-0.326886800328642,-0.2243538297254808,-0.344220304188698,-0.038924151215584145
theta_137,0.07165209312272347,-0.177235638400421,0.16074734723178777,-0.2352879774404906,-0.18655158773983713,-0.3252960750049591,-0.03668138852805787,0.15026328789827614,0.09946888092007852,0.20284331341534106
theta_138,0.20803570346663253,0.22311776076205087,0.3393667905157287,0.2288481083730074,0.1516099657626314,0.15599624807777854,0.1897477519379374,-0.01487919107168313,0.2822242337107275,0.049919021893956014
theta_139,0.3247392765480145,0.37975894555219675,0.3932283416383631,0.38423723739377424,0.1815895375097344,0.04318679921504085,0.5826370172494783,0.05040906435432136,0.3374994669988775,-0.03048796577846665
theta_140,0.36783430037901627,0.357806337448733,0.4542950098728827,0.24776217417941737,0.2882225745593681,0.2566747707027827,0.379189453561046,0.01273091606573411,0.3227083464965335,0.3165306669481276
theta_141,0.3533873848251381,0.29220861655355934,0.43766998717981265,0.3530287280320679,0.4920250735845407,0.24915476859170116,0.46867009559236095,0.18750963111553556,0.019918591472212418,0.18633587911933655
theta_142,0.1898849947698345,0.1774786884494679,0.32357781893759696,0.4783389757399403,0.18372232808777847,0.25040043947044255,0.2306049949498195,0.15848487836230196,0.2846761162345096,0.14231504924387373
theta_143,0.3140193903414336,0.018669701880151945,0.1840911940785852,0.039100519559060944,0.2863704254412467,0.36137825990230704,0.1451861990922271,0.015452918903133736,0.0755628598160561,0.46616945056154413
